"date","state","Total number of new cases in 7 days to reach circuit breaker","Average daily cases to reach circuit breaker","Total number of new hospitalizations in 7 days to reach circuit breaker","Average daily hospitalizations to reach circuit breaker","Total Beds","Open Beds (HHS Data)","Open Beds","Total ICU Beds","Open ICU Beds","Average New Daily Cases","New Cases Yesterday (State)","Average daily cases to reach ICU circuit breaker","casethresholdpct","Percent Occupied (State Nowcast)","Percent Occupied (State HHS Data)","ICU Percent Occupied","At Threshold?","At ICU Threshold?","Category","ICU Category","Warning"
2022-07-10,"IN",69127.2416536971,9875.32023624244,4476.58584234357,639.512263191939,13142,5234,3772.58584234357,1958,581,1596.14285714286,0,26956.2967955957,16.1629478230489,71.293670351974,69.5041659383558,70.3268641470889,"No","No","Has Capacity","Has Capacity",
2022-07-10,"KS",49147.0558806121,7021.00798294458,2926.35837941896,418.051197059852,6331.8,3883,2629.35837941896,797,267,770.714285714286,0,11561.3495321882,10.9772597835881,58.4737613408673,55.1978770047306,66.4993726474279,"No","No","Has Capacity","Has Capacity",
2022-07-10,"KY",58629.4197862673,8375.63139803819,2949.40840537321,421.344057910459,8711.9,3477,2336.40840537321,1336,315,1912.57142857143,2095,17981.6192253299,22.8349522284303,73.1814138663987,72.8104472943384,76.4221556886228,"No","No","Has Capacity","Has Capacity",
2022-07-10,"LA",39326.098228258,5618.01403260828,3201.26059581706,457.32294225958,8195.3,3982,2314.26059581706,1440,422,1726.85714285714,0,13543.2778336231,30.7378574142759,71.7611241099525,67.7805647706125,70.6944444444444,"No","No","Has Capacity","Has Capacity",
2022-07-10,"MA",40033.4402956011,5719.06289937158,2392.50214952926,341.786021361323,12197.5,2815,1750.50214952926,1207,282,1414.85714285714,0,25971.7769692924,24.7393177475388,85.6486808810883,84.3053077609277,76.6362883181442,"No","No","Has Capacity","Has Capacity",
2022-07-10,"MD",39665.4698516677,5666.49569309538,2218.6626431333,316.9518061619,8751.4,2110,1649.6626431333,1237,423,1350.42857142857,0,29093.0100919981,23.8318114857842,81.1497286933142,81.7015003035296,65.8043654001617,"No","No","Has Capacity","Has Capacity",
2022-07-10,"ME",12228.2756823375,1746.89652604821,634.320257023691,90.617179574813,2157.7,960,556.320257023691,321,115,180.714285714286,0,4200.98351648352,10.344876357565,74.2169784018311,69.1020276794335,64.1744548286604,"No","No","Has Capacity","Has Capacity",
2022-07-10,"MI",72610.0044325414,10372.8577760773,3945.9209543219,563.702993474558,16126.3,4950,3165.9209543219,2333,632,1871.71428571429,0,40376.582569155,18.0443454072124,80.3679644163763,77.5336994508238,72.910415773682,"No","No","Has Capacity","Has Capacity",
2022-07-10,"MN",24760.6706673787,3537.23866676838,1381.41838360548,197.345483372211,6885.5,1654,955.418383605477,824,206,1034.85714285714,0,15238.7141081785,29.2560734614661,86.1241974641569,82.2074010327022,75,"No","No","Has Capacity","Has Capacity",
2022-07-10,"MO",41261.3690554295,5894.48129363278,2886.34745880202,412.335351257432,11140.5,3213,1982.34745880202,1692,493,1815.42857142857,0,22205.155372294,30.7987841676518,82.2059381643371,80.5696661828737,70.8628841607565,"No","No","Has Capacity","Has Capacity",
2022-07-10,"MS",51527.0953356218,7361.01361937455,2583.78343709346,369.11191958478,5798.5,3515,2176.78343709346,747,226,1206.85714285714,0,20072.4405054405,16.3952575726886,62.4595423455469,60.3407424122758,69.7456492637216,"No","No","Has Capacity","Has Capacity",
2022-07-10,"MT",8325.99794184184,1189.42827740598,786.055730518254,112.293675788322,1908.6,1030,589.055730518254,218,93,314.285714285714,0,3426.66832152619,26.4232589939042,69.1367635691998,65.3198653198653,57.3394495412844,"No","No","Has Capacity","Has Capacity",
2022-07-10,"NC",146981.731397137,20997.3901995911,4898.30675969746,699.758108528209,17807.4,5529,4024.30675969746,2184,453,3603.28571428571,4776,48815.6164907266,17.1606360601704,77.4009301767947,76.0462698206395,79.2582417582418,"No","No","Has Capacity","Has Capacity",
2022-07-10,"ND",5919.89589462881,845.699413518401,352.701602117582,50.3859431596545,1198.1,659,273.701602117582,195,103,222.428571428571,0,20282.0397830018,26.3011381908368,77.1553624807961,70.3019378098242,47.1794871794872,"No","No","Has Capacity","Has Capacity",
2022-07-10,"NE",21013.0487444514,3001.8641063502,1102.90153144347,157.557361634781,3616,1334,919.901531443467,483,111,505,0,8032.7868852459,16.8228801207794,74.5602452587537,71.1692241192998,77.0186335403727,"No","No","Has Capacity","Has Capacity",
2022-07-10,"NH",7210.13295774648,1030.01899396378,454.226973298122,64.8895676140174,1920.3,658,359.226973298122,223,64,203.571428571429,0,3193.75338345865,19.7638519060733,81.2931847472727,76.9284712482468,71.3004484304933,"No","No","Has Capacity","Has Capacity",
2022-07-10,"NJ",122297.017815294,17471.0025450419,6311.06202386061,901.580289122944,17266.3,7816,5302.06202386061,2882,1655,3132.71428571429,3719,142481.571457991,17.9309360046045,69.2924249905272,67.8591989472819,42.5746009715475,"No","No","Has Capacity","Has Capacity",
2022-07-10,"NM",34276.9826136496,4896.71180194994,1033.24545217364,147.606493167663,2353,1165,835.245452173644,395,83,884,0,9979.43362193362,18.0529309412896,64.5029557087274,71.8734910671173,78.9873417721519,"No","No","Has Capacity","Has Capacity",
2022-07-10,"NV",29165.6488524326,4166.52126463323,1677.13071092038,239.590101560054,4842.6,1918,1184.13071092038,803,176,999.428571428571,0,10413.2070207393,23.9871227806286,75.5476250171317,77.5278265963679,78.0821917808219,"No","No","Has Capacity","Has Capacity",
2022-07-10,"NY",176017.317968245,25145.3311383207,9506.68209682928,1358.09744240418,35099.6,10544,7126.68209682928,4506,1365,6215,3128,105624.053692273,24.7163179749442,79.6958310156547,78.2130754607819,69.7070572569907,"No","No","Has Capacity","Has Capacity",
2022-07-10,"OH",71366.3425818977,10195.191797414,5037.67468290934,719.667811844192,16165.3,6654,3839.67468290934,3736,1247,2691.14285714286,0,52868.4071621971,26.396196468079,76.2474270016063,76.6444366444366,66.6220556745182,"No","No","Has Capacity","Has Capacity",
2022-07-10,"OK",41980.7856909722,5997.25509871031,2213.9092446039,316.272749229128,5920,3380,1759.9092446039,995,258,780,0,7974.97008278066,13.0059500081585,70.2718033006098,67.0115166894398,74.070351758794,"No","No","Has Capacity","Has Capacity",
2022-07-10,"OR",36462.4210924305,5208.91729891864,1639.6065162842,234.229502326315,5385.6,1353,1137.6065162842,689,159,1456.85714285714,0,11118.1768436458,27.9685212733092,78.8768843530117,79.617354624887,76.9230769230769,"No","No","Has Capacity","Has Capacity",
2022-07-10,"PA",74802.6990568702,10686.0998652672,5465.14441708158,780.73491672594,22999.4,7645,4293.14441708158,3589,1106,2273.42857142857,0,62530.4793740915,21.2746334031357,81.3336677605434,77.0544450447206,69.183616606297,"No","No","Has Capacity","Has Capacity",
2022-07-10,"RI",7750.94368951432,1107.27766993062,228.321873221009,32.6174104601442,1583.3,262,176.321873221009,140,23,224.571428571429,317,4942.85714285714,20.2814013747338,88.8636472417729,88.0201188843164,83.5714285714286,"No","No","Has Capacity","Has Capacity",
2022-07-10,"SC",51922.5108672844,7417.5015524692,2402.45367135893,343.20766733699,7791.6,3034,1848.45367135893,1275,422,1752.28571428571,2424,25833.8405887774,23.6236649482385,76.2763274377672,73.6036192796242,66.9019607843137,"No","No","Has Capacity","Has Capacity",
2022-07-10,"SD",7395.17660699615,1056.45380099945,524.857031915994,74.9795759879992,1046,958,435.857031915994,240,118,168.857142857143,0,4311.90818619583,15.9833911049775,58.3310676944556,60.1497504159734,50.8333333333333,"No","No","Has Capacity","Has Capacity",
2022-07-10,"TN",114682.290137621,16383.1843053744,5005.90705677693,715.129579539562,14945.7,6249,4279.90705677693,2431,923,2389,3100,70050.105494284,14.5820248095256,71.3636226019729,69.5423307501097,62.0320855614973,"No","No","Has Capacity","Has Capacity",
2022-07-10,"TX",199168.804064987,28452.6862949982,11639.9300588226,1662.84715126037,40686.6,15963,7318.93005882257,5812,833,10405.2857142857,14775,46210.1790291641,36.5704861973434,82.0114483421506,74.9513557619885,85.6675843083276,"No","No","Has Capacity","Has Capacity",
2022-07-10,"UT",28086.5546251859,4012.36494645513,1495.52565385714,213.646521979592,3800.9,1876,1110.52565385714,437,117,981.714285714286,0,6067.7760296846,24.4672231667664,70.782560607826,69.0377950156792,73.2265446224256,"No","No","Has Capacity","Has Capacity",
2022-07-10,"VA",152469.086400471,21781.2980572101,4915.77358446653,702.253369209504,14093.2,5576,4146.77358446653,1906,695,2701.14285714286,3451,70160.6538374778,12.4012023987189,70.5760680011174,69.0222222222222,63.5362014690451,"No","No","Has Capacity","Has Capacity",
2022-07-10,"VT",4581.93152654867,654.56164664981,276.514902384652,39.5021289120931,900,364,244.514902384652,96,28,54.8571428571429,0,986.471428571429,8.38074505860734,72.8316775128165,71.2480252764613,70.8333333333333,"No","No","Has Capacity","Has Capacity",
2022-07-10,"WA",53849.6079854832,7692.80114078332,2177.41780501688,311.059686430983,9528.8,1435,1395.41780501688,1151,235,2472.14285714286,3068,27867.9469363193,32.1357956861359,85.3557866151364,88.1453944650971,79.5829713292789,"No","No","Has Capacity","Has Capacity",
2022-07-10,"WI",55710.174324461,7958.59633206585,2862.97913856085,408.997019794407,8022.9,3636,2321.97913856085,1191,381,1410.71428571429,0,21033.6901522465,17.7256670253572,71.0581069368826,69.3784739767559,68.0100755667506,"No","No","Has Capacity","Has Capacity",
2022-07-10,"WV",14584.6143683874,2083.51633834105,1152.9128928959,164.701841842271,4354.7,1204,843.912892895899,629,169,604.285714285714,0,5172.50624133148,29.003166577847,80.6206422280318,78.4268052320373,73.1319554848967,"No","No","Has Capacity","Has Capacity",
2022-07-10,"WY",9196.34519774011,1313.76359967716,543.869877285706,77.6956967551008,833.6,913,477.869877285706,114,75,166.142857142857,0,5050.98701298701,12.6463282422869,42.6739590588165,43.7461491065927,34.2105263157895,"No","No","Has Capacity","Has Capacity",
2022-07-11,"AK",5545.1294955706,792.161356510085,190.033317329913,27.1476167614161,858.4,395,101.033317329913,120,45,321.428571428571,0,9562.62921348315,40.5761488852024,88.2300422495442,70.9772226304188,62.5,"No","No","Has Capacity","Has Capacity",
2022-07-11,"AL",43760.4520420619,6251.49314886598,3007.02251418612,429.574644883732,10015.8,3894,2270.02251418612,1539,289,2198.71428571429,11,12193.7594969337,35.1710260789957,77.3355846344164,73.4216094464542,81.2215724496426,"No","No","Has Capacity","Has Capacity",
2022-07-11,"AR",36097.1795619216,5156.73993741737,2007.41453809423,286.773505442033,6154.9,2422,1601.41453809423,855,272,1285.14285714286,730,14553.089675279,24.9216146778674,73.981469429329,68.5577047903414,68.187134502924,"No","No","Has Capacity","Has Capacity",
2022-07-11,"AZ",76973.6938163443,10996.2419737635,3761.52179422247,537.360256317496,10742.9,4477,2954.52179422247,1660,655,2885.42857142857,0,47518.8174353528,26.2401334775378,72.4979121631732,70.3941277608782,60.5421686746988,"No","No","Has Capacity","Has Capacity",
2022-07-11,"CA",435674.913726197,62239.2733894567,16619.902482062,2374.27178315171,48317,14497,11588.902482062,6621,1951,17544.5714285714,0,205400.372480687,28.1889078601349,76.014855057098,76.3680821582851,70.533152091829,"No","No","Has Capacity","Has Capacity",
2022-07-11,"CO",70493.996267339,10070.5708953341,3345.95171253905,477.993101791293,8350,3398,2628.95171253905,1228,475,1889.42857142857,1618,25753.333459385,18.7618814371683,68.5155483528257,70.4932268148663,61.3192182410423,"No","No","Has Capacity","Has Capacity",
2022-07-11,"CT",23520.9404377645,3360.13434825207,1820.48026199439,260.068608856342,6397.3,1924,1409.48026199439,906,327,691.142857142857,482,19407.842544317,20.5689054517236,77.9675759774531,74.4929073313005,63.9072847682119,"No","No","Has Capacity","Has Capacity",
2022-07-11,"DC",3921.46494198817,560.209277426882,443.027613525998,63.2896590751426,1935.1,706,312.027613525998,323,73,177.857142857143,0,3075.25714285714,31.7483394195229,83.8753752505815,79.1617473435655,77.3993808049536,"No","No","Has Capacity","Has Capacity",
2022-07-11,"DE",5496.81248216449,785.258926023499,339.949820849915,48.5642601214164,1124.7,469,232.949820849915,181,30,239.285714285714,0,2095.1829105474,30.4722055815961,79.2878260113884,81.6510172143975,83.4254143646409,"No","No","Has Capacity","Has Capacity",
2022-07-11,"FL",320157.456173601,45736.7794533715,24099.0598709363,3442.72283870518,40408.6,12890,18895.0598709363,6502,1994,10275,8366,106059.582758773,22.4655083344364,53.2400036850169,76.6506657005706,69.3325130729007,"No","No","Has Capacity","Has Capacity",
2022-07-11,"GA",68215.1091050694,9745.01558643849,4176.63440422055,596.662057745792,15736.9,3893,2892.63440422055,2572,623,2855.57142857143,0,38789.2383391188,29.3028923683339,81.618778766971,80.7800543075784,75.7776049766719,"No","No","Has Capacity","Has Capacity",
2022-07-11,"HI",19627.229787234,2803.88996960486,880.396831456385,125.770975922341,2293.1,559,645.396831456385,202,76,586,0,7961.36911854103,20.8995362283272,71.8548326956354,77.1182971756038,62.3762376237624,"No","No","Has Capacity","Has Capacity",
2022-07-11,"IA",26014.6161764135,3716.37373948765,1972.37420900019,281.767744142885,4342.3,2362,1663.37420900019,551,171,611.571428571429,0,7893.25803051318,16.4561336249174,61.6937058931858,65.8670520231214,68.9655172413793,"No","No","Has Capacity","Has Capacity",
2022-07-11,"ID",10781.7489561959,1540.24985088513,873.292046338368,124.756006619767,2255.1,948,653.292046338368,282,84,525.142857142857,0,4316.44207792208,34.0946539836428,71.0304622261377,67.6008202323992,70.2127659574468,"No","No","Has Capacity","Has Capacity",
2022-07-11,"IL",122627.011020695,17518.1444315279,8864.39586135158,1266.34226590737,25363.8,8874,7411.39586135158,3127,1257,3934.71428571429,0,64978.3721216751,22.4607937278612,70.7796313590567,68.6375684749956,59.8017268947873,"No","No","Has Capacity","Has Capacity",
2022-07-11,"IN",46388.0677450595,6626.86682072279,4482.06903943713,640.295577062447,13142,4479,3768.06903943713,2027,624,1596.14285714286,0,23518.0210185769,24.085935334502,71.3280395720809,70.6391347099312,69.2155895411939,"No","No","Has Capacity","Has Capacity",
2022-07-11,"KS",47185.6192814848,6740.80275449783,2942.00633451118,420.286619215883,6331.8,3672,2631.00633451118,795,262,770.714285714286,0,11630.5519062931,11.4335682823537,58.4477346961183,55.6414592896835,67.0440251572327,"No","No","Has Capacity","Has Capacity",
2022-07-11,"KY",58788.3833035204,8398.34047193149,2951.12359173026,421.589084532895,8711.9,3020,2330.12359173026,1344,329,1971,1514,18118.3913992409,23.4689223018211,73.253554428652,74.2364784166524,75.5208333333333,"No","No","Has Capacity","Has Capacity",
2022-07-11,"LA",32004.3105786948,4572.04436838498,3179.0555621092,454.150794587028,8195.3,3924,2261.0555621092,1454,422,1726.85714285714,0,10780.352409064,37.7699121819139,72.4103380948934,68.484459079592,70.9766162310867,"No","No","Has Capacity","Has Capacity",
2022-07-11,"MA",29922.5384900211,4274.6483557173,2408.32096389052,344.04585198436,12197.5,2664,1755.32096389052,1208,291,1414.85714285714,0,18789.2682658594,33.0987960907892,85.6091743071079,83.653433147205,75.9105960264901,"No","No","Has Capacity","Has Capacity",
2022-07-11,"MD",29123.1300617963,4160.44715168518,2217.23984937655,316.748549910936,8751.4,1976,1647.23984937655,1243,424,1350.42857142857,0,19326.6691729323,32.4587363375493,81.1774133352772,80.8638388533798,65.8889782783588,"No","No","Has Capacity","Has Capacity",
2022-07-11,"ME",8907.3699669042,1272.48142384346,633.035689214149,90.4336698877356,2157.7,901,557.035689214149,314,118,180.714285714286,0,3411.5,14.2017228957613,74.1838212349192,69.5196211096076,62.4203821656051,"No","No","Has Capacity","Has Capacity",
2022-07-11,"MI",71699.9038409325,10242.8434058475,3976.38984584284,568.055692263263,16126.3,4642,3180.38984584284,2349,614,1871.71428571429,0,32086.1354853784,18.2733857343338,80.2782420899844,78.1676229893707,73.8612175393785,"No","No","Has Capacity","Has Capacity",
2022-07-11,"MN",21373.5812891427,3053.36875559181,1374.89684616346,196.413835166209,6885.5,1575,950.896846163462,832,214,1034.85714285714,0,12559.4098276351,33.8923079946354,86.1898649892751,82.5058313895368,74.2788461538462,"No","No","Has Capacity","Has Capacity",
2022-07-11,"MO",40946.7342391538,5849.53346273625,2890.73843624563,412.962633749376,11140.5,3036,1978.73843624563,1696,484,1815.42857142857,0,20959.9442857143,31.0354421082218,82.2383336812025,79.4809407948094,71.4622641509434,"No","No","Has Capacity","Has Capacity",
2022-07-11,"MS",37125.2402496098,5303.60574994425,2579.79012925407,368.541447036296,5798.5,3269,2156.79012925407,738,196,1206.85714285714,0,12060.6937242982,22.7554082968899,62.8043437224442,60.4620222544751,73.4417344173442,"No","No","Has Capacity","Has Capacity",
2022-07-11,"MT",8321.22186339723,1188.74598048532,801.565129014494,114.509304144928,1908.6,939,600.565129014494,217,88,314.285714285714,0,3290.41249794981,26.4384249827203,68.5337352502099,64.7522522522522,59.4470046082949,"No","No","Has Capacity","Has Capacity",
2022-07-11,"NC",141582.839399204,20226.119914172,4941.46281248846,705.923258926922,17807.4,4880,4024.46281248846,2188,446,3678.28571428571,3683,45464.0084281041,18.1858197711387,77.4000538400415,77.5104843541177,79.6160877513711,"No","No","Has Capacity","Has Capacity",
2022-07-11,"ND",5199.27314256894,742.753306081277,350.555063089599,50.0792947270856,1198.1,525,271.555063089599,193,91,222.428571428571,0,12763.9981916817,29.9464936214275,77.3345244061765,72,52.8497409326425,"No","No","Has Capacity","Has Capacity",
2022-07-11,"NE",21529.0164985006,3075.57378550008,1096.90153144347,156.700218777638,3616,1245,919.901531443467,487,108,505,0,10307.601937046,16.4197003622818,74.5602452587537,70.8430913348946,77.82340862423,"No","No","Has Capacity","Has Capacity",
2022-07-11,"NH",4527.82618269873,646.832311814104,458.744551423122,65.5349359175889,1920.3,676,356.744551423122,223,62,203.571428571429,0,1464.32717086835,31.4720561810669,81.4224573544174,75.165319617928,72.1973094170404,"No","No","Has Capacity","Has Capacity",
2022-07-11,"NJ",131888.007444088,18841.1439205841,6065.87658686279,866.553798123256,17266.3,6995,5045.87658686279,2897,1677,3547.28571428571,2902,168410.102310924,18.827337285027,70.7761559403995,67.4802417480242,42.112530203659,"No","No","Has Capacity","Has Capacity",
2022-07-11,"NM",24140.1944762375,3448.59921089108,1016.24545217364,145.177921739092,2353,1157,835.245452173644,387,95,884,0,6726.93657171558,25.6335963079799,64.5029557087274,70.6270627062706,75.4521963824289,"No","No","Has Capacity","Has Capacity",
2022-07-11,"NV",26029.7565678929,3718.53665255613,1674.79913740954,239.257019629934,4842.6,1643,1177.79913740954,794,171,999.428571428571,0,8674.39080538669,26.8769321055787,75.6783724154476,78.4354902218139,78.463476070529,"No","No","Has Capacity","Has Capacity",
2022-07-11,"NY",169439.834226089,24205.690603727,9667.8987551375,1381.12839359107,35099.6,9812,7211.8987551375,4620,1447,6487.85714285714,14961,109379.298147843,26.8030243345265,79.4530457465683,77.9446142780075,68.6796536796537,"No","No","Has Capacity","Has Capacity",
2022-07-11,"OH",69741.4686552634,9963.06695075191,5048.91793399788,721.273990571125,16165.3,5942,3801.91793399788,3741,1217,2691.14285714286,0,57316.3741852627,27.0111891292646,76.4809936468988,77.007313392408,67.4685912857525,"No","No","Has Capacity","Has Capacity",
2022-07-11,"OK",51690.8909197408,7384.41298853439,2187.41859200612,312.488370286589,5920,2961,1723.41859200612,989,245,780,0,10214.7033174261,10.56278950285,70.888199459356,67.7661659046375,75.2275025278059,"No","No","Has Capacity","Has Capacity",
2022-07-11,"OR",27053.0215929416,3864.71737042023,1633.82425081697,233.403464402425,5385.6,1382,1127.82425081697,703,167,1456.85714285714,0,7054.98732919255,37.6963436966345,79.0585217837015,78.8910951580877,76.2446657183499,"No","No","Has Capacity","Has Capacity",
2022-07-11,"PA",57143.7942537469,8163.3991791067,5470.18015809954,781.454308299935,22999.4,7704,4284.18015809954,3663,973,2273.42857142857,0,31249.6308564296,27.8490432912696,81.3726438163624,76.0626398210291,73.4370734370734,"No","No","Has Capacity","Has Capacity",
2022-07-11,"RI",7541.169336512,1077.309905216,223.934476391453,31.9906394844933,1583.3,225,170.934476391453,148,28,231.571428571429,197,4298.20215633423,21.4953401477357,89.2039110470881,89.749430523918,81.0810810810811,"No","No","Has Capacity","Has Capacity",
2022-07-11,"SC",49781.4650007152,7111.63785724502,2409.43107501566,344.204439287952,7791.6,2590,1828.43107501566,1280,426,1838.42857142857,2676,26989.714648066,25.8509869081095,76.5333041350215,75.0841750841751,66.71875,"No","No","Has Capacity","Has Capacity",
2022-07-11,"SD",7265.14131136286,1037.87733019469,521.42162521743,74.48880360249,1046,856,431.42162521743,237,121,168.857142857143,0,5156.66031746032,16.2694701911899,58.7551027516797,61.1438946890604,48.9451476793249,"No","No","Has Capacity","Has Capacity",
2022-07-11,"TN",113801.961994874,16257.4231421249,5022.90649481682,717.558070688117,14945.7,5645,4276.90649481682,2438,878,2437.57142857143,1920,63166.697524303,14.9935903572282,71.3836990250251,69.9861760952786,63.9868744872847,"No","No","Has Capacity","Has Capacity",
2022-07-11,"TX",188935.629872128,26990.8042674469,11075.4988577824,1582.21412254034,40686.6,13914,6658.49885778238,5783,714,10754.7142857143,13364,41723.0244161544,39.8458459375564,83.6346638505494,76.0652297318219,87.6534670586201,"No","No","Has Capacity","Has Capacity",
2022-07-11,"UT",27759.8463267414,3965.69233239163,1502.96948168606,214.709925955151,3800.9,1927,1102.96948168606,445,121,981.714285714286,0,5958.45969387755,24.7551802669027,70.9813601598028,64.5837162286344,72.8089887640449,"No","No","Has Capacity","Has Capacity",
2022-07-11,"VA",125213.37842303,17887.6254890043,4953.11898537781,707.588426482544,14093.2,5108,4176.11898537781,1909,672,2714,2293,53408.0473850474,15.1725001267962,70.3678441703956,70.0638809119147,64.7983237297014,"No","No","Has Capacity","Has Capacity",
2022-07-11,"VT",3772.741443483,538.963063354714,277.514902384652,39.6449860549503,900,379,244.514902384652,93,31,54.8571428571429,0,822.162337662338,10.1782750223533,72.8316775128165,70.5058365758755,66.6666666666667,"No","No","Has Capacity","Has Capacity",
2022-07-11,"WA",52741.3413476018,7534.47733537169,2213.15607806431,316.165154009187,9528.8,1694,1402.15607806431,1143,217,2507.71428571429,2425,24958.2155627972,33.2831883897435,85.2850718027001,84.6265541337689,81.0148731408574,"No","No","Has Capacity","Has Capacity",
2022-07-11,"WI",55800.5711994938,7971.51017135625,2848.1911007854,406.884442969343,8022.9,3451,2312.1911007854,1141,372,1410.71428571429,0,22049.1461125495,17.6969514607578,71.1801081805157,68.45521023766,67.3970201577563,"No","No","Has Capacity","Has Capacity",
2022-07-11,"WV",10593.9835629785,1513.42622328264,1153.05564156712,164.722234509589,4354.7,1186,832.055641567122,631,170,604.285714285714,0,4104.9290685453,39.928323230386,80.8929285239598,79.1013215859031,73.0586370839937,"No","No","Has Capacity","Has Capacity",
2022-07-11,"WY",9844.98005001389,1406.42572143056,538.121669400401,76.8745242000573,833.6,845,477.121669400401,115,73,166.142857142857,0,3593.67681498829,11.8131270362336,42.7637152830613,42.8281461434371,36.5217391304348,"No","No","Has Capacity","Has Capacity",
2022-07-12,"AK",9871.1414893617,1410.16306990881,357.291990758568,51.0417129655097,932.4,339,263.291990758568,122,44,321.428571428571,0,9227.63829787234,22.7937164351748,71.7619057530494,75.416968817984,63.9344262295082,"No","No","Has Capacity","Has Capacity",
2022-07-12,"AL",59852.7116059936,8550.38737228479,3521.28719666034,503.041028094335,10640.9,3451,2766.28719666034,1542,230,2784.85714285714,4328,11206.6782257478,32.5699529343428,74.0032591542036,76.0878603104213,85.0843060959792,"No","No","Has Capacity","Has Capacity",
2022-07-12,"AR",25556.7765091621,3650.96807273745,1673.39254543029,239.056077918613,4754.5,2138,1248.39254543029,868,272,1326.85714285714,678,11130.4412158055,36.34261150529,73.7429267971334,72.5827135162862,68.6635944700461,"No","No","Has Capacity","Has Capacity",
2022-07-12,"AZ",71751.5519903498,10250.2217129071,3601.91574421703,514.559392031004,10896.9,4004,2772.91574421703,1655,642,2885.42857142857,0,46291.0805657551,28.1499137505994,74.5531688441939,73.6422881969587,61.2084592145015,"No","No","Has Capacity","Has Capacity",
2022-07-12,"CA",399092.410522055,57013.2015031507,15381.4254045154,2197.34648635934,44232.4,13461,10170.4254045154,6715,1872,17544.5714285714,0,186223.268189729,30.7728227252803,77.0068424853379,78.2999097240134,72.1221146686523,"No","No","Has Capacity","Has Capacity",
2022-07-12,"CO",65084.5889355285,9297.79841936122,3215.45068519804,459.350097885434,7471.7,3433,2498.45068519804,1236,450,1876.71428571429,1276,25296.2797369994,20.1845017612591,66.5611482634736,68.3944025041429,63.5922330097087,"No","No","Has Capacity","Has Capacity",
2022-07-12,"CT",25144.6462353676,3592.09231933823,1955.45234341198,279.35033477314,4852.3,1705,1533.45234341198,904,298,699.857142857143,408,19572.9646310088,19.4832727179483,68.3974127030072,77.3782672150723,67.0353982300885,"No","No","Has Capacity","Has Capacity",
2022-07-12,"DC",2536.51043818474,362.358634026391,325.105776347104,46.4436823353005,1674,686,190.105776347104,315,58,250.285714285714,507,2547.38412698413,69.0712710511779,88.6436214846414,79.7759433962264,81.5873015873016,"No","No","Unsustainable","Has Capacity",
2022-07-12,"DE",4636.89048223367,662.412926033382,306.869301484337,43.8384716406196,1127.5,409,189.869301484337,181,32,286.142857142857,1014,1733.87235841082,43.197052155416,83.1601506444047,84.0234375,82.3204419889503,"No","No","Unsustainable","Has Capacity",
2022-07-12,"FL",195914.436040419,27987.7765772027,15430.9,2204.41428571429,42541.3,11648,10086.9,6532,1811,10866.2857142857,11467,88599.3361233382,38.8251123997352,76.2891590054841,78.9906569027091,72.2749540722596,"No","No","Has Capacity","Has Capacity",
2022-07-12,"GA",68024.6307810107,9717.80439728725,4236.33435696915,605.190622424164,15007.4,3906,2930.33435696915,2479,542,2855.57142857143,0,32562.2245119017,29.3849444980449,80.4740704121357,80.3095226092655,78.1363453005244,"No","No","Has Capacity","Has Capacity",
2022-07-12,"HI",16157.4734513274,2308.21049304678,697.001145256728,99.5715921795326,1816.6,497,471.001145256728,216,65,586,0,8845.36599241467,25.3876326169238,74.0723799814638,79.7638436482085,69.9074074074074,"No","No","Has Capacity","Has Capacity",
2022-07-12,"IA",23460.2403579999,3351.4629082857,1838.37687264522,262.625267520745,5205.1,2364,1522.37687264522,558,170,682.428571428571,1506,8787.54463258261,20.3621102218207,70.7522070153269,66.6807610993658,69.5340501792115,"No","No","Has Capacity","Has Capacity",
2022-07-12,"ID",8957.30352217462,1279.61478888209,758.822697384324,108.403242483475,2399.1,826,526.822697384324,267,72,697,1203,3453.82142857143,54.4695173935057,78.0408195829968,71.4384508990318,73.0337078651685,"No","No","Has Capacity","Has Capacity",
2022-07-12,"IL",123068.034461746,17581.1477802495,7278.47941320924,1039.78277331561,22308.5,8085,5763.47941320924,3131,1164,5640.71428571429,11942,76291.5858183221,32.0838795977303,74.1646483931719,71.2441314553991,62.8233791121048,"No","No","Has Capacity","Has Capacity",
2022-07-12,"IN",38926.5991831357,5560.94274044795,3630.14242676587,518.591775252267,11509.9,4046,2913.14242676587,2042,558,2094,3485,19943.4387328153,37.6554857285101,74.6901152332699,73.5624673288029,72.6738491674829,"No","No","Has Capacity","Has Capacity",
2022-07-12,"KS",46421.2740740741,6631.61058201058,3015.3353648757,430.762194982243,6608.1,3546,2691.3353648757,801,237,770.714285714286,0,8366.46365914787,11.6218266465312,59.2721755894175,57.3951700108134,70.4119850187266,"No","No","Has Capacity","Has Capacity",
2022-07-12,"KY",51371.4224788748,7338.77463983926,2826.39253031261,403.77036147323,8699.5,2600,2185.39253031261,1357,306,1995,1329,15442.7887866535,27.1843747479306,74.8791018988148,78.0757230795177,77.4502579218865,"No","No","Has Capacity","Has Capacity",
