"date","state","Total number of new cases in 7 days to reach circuit breaker","Average daily cases to reach circuit breaker","Total number of new hospitalizations in 7 days to reach circuit breaker","Average daily hospitalizations to reach circuit breaker","Total Beds","Open Beds","Total ICU Beds","Open ICU Beds","Average New Daily Cases","New Cases Yesterday (State)","Average daily cases to reach ICU circuit breaker","casethresholdpct","Percent Occupied","ICU Percent Occupied","At Threshold?","At ICU Threshold?","Category","ICU Category","Warning"
2021-11-02,"KS",39499.6107841538,5642.8015405934,3032.90764487787,433.272520696838,7373.7,2682.90764487787,796,193,805.714285714286,1287,34207.6692435402,14.2786217079957,63.615177660091,75.7537688442211,"No","No","Has Capacity","Has Capacity",
2021-11-02,"KY",30710.4425447805,4387.20607782579,3222.29287784797,460.327553978282,9905.3,2389.29287784797,1407,196,1023.57142857143,531,24012.0366632883,23.330826280189,75.8786419608899,86.0696517412935,"No","No","Has Capacity","Has Capacity",
2021-11-02,"LA",53201.7329020921,7600.24755744173,3200.29108048739,457.184440069627,11070,2992.29108048739,1461,379,498.714285714286,1529,62137.2951438025,6.56181633486363,72.9693669332666,74.0588637919233,"No","No","Has Capacity","Has Capacity",
2021-11-02,"MA",63846.5909779534,9120.94156827906,2883.0654943645,411.866499194929,16216.7,2468.0654943645,1315,246,1312.28571428571,3308,42213.6218048936,14.3876123365333,84.7807168267002,81.2927756653992,"No","No","Has Capacity","Has Capacity",
2021-11-02,"MD",25337.349662217,3619.62138031671,2166.70611080854,309.529444401221,9908.1,1699.70611080854,1257,346,715.428571428571,930,24643.7036936917,19.7652874778293,82.8452870801814,72.4741447891806,"No","No","Has Capacity","Has Capacity",
2021-11-02,"ME",18131.7266273759,2590.2466610537,926.800487823675,132.400069689096,2888.2,762.800487823675,332,74,467,858,11443.417995795,18.029171006055,73.5890697381181,77.710843373494,"No","No","Has Capacity","Has Capacity",
2021-11-02,"MI",75609.9650790976,10801.4235827282,5457.50652149391,779.643788784844,20581.2,3540.50652149391,2563,475,4274.71428571429,10415,60063.7370102321,39.575471260563,82.797375655968,81.467030823254,"No","No","Has Capacity","Has Capacity",
2021-11-02,"MN",38988.9076069385,5569.84394384836,2017.32652380598,288.189503400854,9402.9,1218.32652380598,938,191,2400.42857142857,2480,36132.1319580972,43.096873011671,87.0430768826003,79.637526652452,"No","No","Has Capacity","Has Capacity",
2021-11-02,"MO",37500.6882566621,5357.24117952315,3607.64269171024,515.377527387177,14670.9,3050.64269171024,1801,364,998.428571428571,1121,27170.0039244938,18.6369912791091,79.2061653224394,79.7890061077179,"No","No","Has Capacity","Has Capacity",
2021-11-02,"MS",60878.8428145815,8696.97754494022,2866.77520503464,409.539315004948,7909.2,2723.77520503464,798,158,451.285714285714,493,41641.9275821631,5.18899481979537,65.5619379326021,80.2005012531328,"No","No","Has Capacity","Has Capacity",
2021-11-02,"MT",13551.0826603768,1935.8689514824,1310.53973071173,187.219961530247,2545.8,743.539730711726,242,48,713.571428571429,1129,8720.44423384579,36.8605234370338,70.7934743219528,80.1652892561983,"No","No","Has Capacity","Has Capacity",
2021-11-02,"NC",93649.6762500394,13378.5251785771,5368.16539506609,766.880770723727,21054,4583.16539506609,2303,484,1750.85714285714,1017,70027.4465532006,13.0870714035115,78.2313793337794,78.9839339991316,"No","No","Has Capacity","Has Capacity",
2021-11-02,"ND",9543.29089351803,1363.32727050258,536.349494084335,76.6213562977621,1857.3,347.349494084335,195,48,494.714285714286,813,7015.28109930341,36.2872727934148,81.298148167537,75.3846153846154,"No","No","Has Capacity","Has Capacity",
2021-11-02,"NE",10972.4016780169,1567.48595400241,1171.9283915786,167.418341654086,3687.7,769.928391578602,474,83,669.142857142857,1607,6999.89759423811,42.6889220560012,79.1217183724652,82.4894514767932,"No","No","Unsustainable","Has Capacity",
2021-11-02,"NH",12869.5831189991,1838.51187414272,878.612124438496,125.516017776928,2649.2,695.612124438496,219,39,619.142857142857,2258,17560.7769110739,33.6763045075005,73.7425590956328,82.1917808219178,"No","No","Unsustainable","Has Capacity",
2021-11-02,"NJ",104805.938384591,14972.2769120844,7024.47551737139,1003.49650248163,21147.4,6446.47551737139,2967,1587,1328.42857142857,821,146223.49069531,8.87258884689992,69.5164629345859,46.5116279069767,"No","No","Has Capacity","Has Capacity",
2021-11-02,"NM",13953.3172560896,1993.33103658423,1175.51916640445,167.93130948635,3488.7,711.51916640445,447,55,946.142857142857,2626,9559.84005055126,47.4654154166066,79.6050343565096,87.6957494407159,"No","No","Unsustainable","Has Capacity",
2021-11-02,"NV",18065.9605890251,2580.85151271787,1993.65497742317,284.807853917595,7114.9,1494.65497742317,815,136,618.142857142857,2178,16231.6440470152,23.9511205544676,78.9926073813663,83.3128834355828,"No","No","Has Capacity","Has Capacity",
2021-11-02,"NY",155892.957877973,22270.4225539961,10056.9620693114,1436.70886704449,43890,8401.96206931144,5003,1434,3849,4286,177309.552558782,17.2830128870157,80.8567735946424,71.3371976813912,"No","No","Has Capacity","Has Capacity",
2021-11-02,"OH",96658.2379475317,13808.3197067902,8476.58224728379,1210.94032104054,27464.4,6283.58224728379,3898,885,3374.14285714286,2461,77985.0862384702,24.4355789030842,77.1209920941881,77.2960492560287,"No","No","Has Capacity","Has Capacity",
2021-11-02,"OK",25381.1761320062,3625.88230457231,2774.22933318171,396.318476168816,8394.2,2134.22933318171,974,175,916.571428571429,1452,15651.4826195136,25.2785764009939,74.5749525484059,82.0328542094456,"No","No","Has Capacity","Has Capacity",
2021-11-02,"OR",39977.4908643638,5711.07012348054,1728.04151686974,246.863073838534,6886.6,1380.04151686974,812,209,1125.28571428571,2557,61317.2257256286,19.7035877682399,79.9604809794421,74.2610837438424,"No","No","Has Capacity","Has Capacity",
2021-11-02,"PA",85133.4789524231,12161.9255646319,6281.38708986941,897.341012838487,27889.5,4249.38708986941,3558,600,3854.57142857143,2764,77547.2162137103,31.6937594140595,84.7634877288248,83.1365935919056,"No","No","Has Capacity","Has Capacity",
2021-11-02,"RI",11024.7778273019,1574.96826104313,384.30931107048,54.9013301529257,2086.3,334.30931107048,150,22,222,133,29945.1727755792,14.0955221442346,83.9759712855064,85.3333333333333,"No","No","Has Capacity","Has Capacity",
2021-11-02,"SC",39016.8384378655,5573.83406255222,2390.85367744005,341.550525348579,9907.9,2005.85367744005,1350,331,745.428571428571,511,32723.2921390091,13.3737130144711,79.7550068385828,75.4814814814815,"No","No","Has Capacity","Has Capacity",
2021-11-02,"SD",11299.3272042411,1614.18960060587,979.83152925527,139.975932750753,2281.4,784.83152925527,250,78,326,403,10082.4918295261,20.1958927177847,65.5986881189064,68.8,"No","No","Has Capacity","Has Capacity",
2021-11-02,"TN",93241.2739178911,13320.1819882702,5689.74997220496,812.821424600708,17458.2,5135.74997220496,2426,750,996.714285714286,438,74221.6349144762,7.48273774781755,70.5825917207676,69.0849134377576,"No","No","Has Capacity","Has Capacity",
2021-11-02,"TX",183743.208560549,26249.0297943641,16485.4795509706,2355.06850728151,57012.9,13956.4795509706,6618,851,3653.14285714286,1211,121565.876097866,13.9172490783915,75.5204882562182,87.1411302508311,"No","No","Has Capacity","Has Capacity",
2021-11-02,"UT",43159.8108972262,6165.68727103231,2313.70114706208,330.528735294582,5271.7,1755.70114706208,626,165,1504.28571428571,3179,22130.9368130566,24.3976972583927,66.6957310343518,73.6421725239617,"No","No","Has Capacity","Has Capacity",
2021-11-02,"VA",84715.824221193,12102.2606030276,5326.2409019935,760.891557427642,16450.6,4663.2409019935,1931,533,1320.71428571429,3065,80731.8420941169,10.9129552654311,71.6530649216837,72.3977213878819,"No","No","Has Capacity","Has Capacity",
2021-11-02,"VT",7164.75957042467,1023.53708148924,330.26150409019,47.1802148700272,1115.7,268.26150409019,99,20,192.571428571429,149,5382.47746592247,18.8143089345858,75.9557673128807,79.7979797979798,"No","No","Has Capacity","Has Capacity",
2021-11-02,"WA",61709.0960793365,8815.58515419092,2616.00775044352,373.715392920502,11122.5,1959.00775044352,1261,279,1970.42857142857,4673,50084.0031069149,22.3516480978217,82.3869835878308,77.8747026169707,"No","No","Has Capacity","Has Capacity",
2021-11-02,"WI",61048.4479083061,8721.20684404373,4184.48319019313,597.783312884733,11327.7,3161.48319019313,1551,506,2173.85714285714,4785,50067.5529561066,24.9261046289919,72.0906875165026,67.3758865248227,"No","No","Has Capacity","Has Capacity",
2021-11-02,"WV",23018.2145918659,3288.31637026655,1477.78353010247,211.111932871781,4910.4,1071.78353010247,658,155,804.571428571429,498,17734.1156362172,24.4675796966035,78.1731930168119,76.4437689969605,"No","No","Has Capacity","Has Capacity",
2021-11-02,"WY",13097.7556008665,1871.10794298093,913.330987530641,130.47585536152,1385.8,711.330987530641,136,62,362.714285714286,696,13970.7542137905,19.3850005861464,48.6700110022629,54.4117647058823,"No","No","Has Capacity","Has Capacity",
2021-11-03,"AK",15313.0546965022,2187.57924235746,432.698165632084,61.8140236617263,987.1,297.698165632084,125,23,596.571428571429,491,15158.9434847945,27.2708488460756,69.8411340662461,81.6,"No","No","Has Capacity","Has Capacity",
2021-11-03,"AL",154637.242895563,22091.0346993662,3893.25697545537,556.179567922196,13589.2,3563.25697545537,1580,265,776.714285714286,622,121640.293783855,3.51597060203146,73.778758312076,83.2278481012658,"No","No","Has Capacity","Has Capacity",
2021-11-03,"AR",24284.3445321573,3469.19207602248,2479.15630027324,354.16518575332,7624.3,2164.15630027324,967,211,440.714285714286,641,14372.4176269229,12.7036576833064,71.6150164569437,78.1799379524302,"No","No","Has Capacity","Has Capacity",
2021-11-03,"AZ",43416.9283746081,6202.41833922972,3846.69219353169,549.527456218813,14160.2,2356.69219353169,2206,801,3272.57142857143,2350,37685.6172142091,52.7628297477569,83.3569286201347,63.689936536718,"No","No","Has Capacity","Has Capacity",
2021-11-03,"CA",237842.81997676,33977.5457109657,17074.224263001,2439.17489471442,60745.2,14020.224263001,7159,1786,6258,4209,267225.765214524,18.4180460037769,76.9196179072569,75.0523816175444,"No","No","Has Capacity","Has Capacity",
2021-11-03,"CO",48744.2059469661,6963.45799242372,3915.52529920142,559.360757028774,10169.9,2532.52529920142,1335,168,2899,2396,33412.6693045531,41.6316146827356,75.0978347948218,87.4157303370787,"No","No","Has Capacity","Has Capacity",
2021-11-03,"CT",23035.8577725622,3290.83682465174,1791.84936068702,255.978480098146,7820,1605.84936068702,1007,406,349.714285714286,412,30397.8962840888,10.6269105503672,79.4648419349486,59.682224428997,"No","No","Has Capacity","Has Capacity",
2021-11-03,"DC",10640.3486498258,1520.04980711797,581.822299651568,83.1174713787954,2803.3,549.822299651568,330,79,88.8571428571429,71,8761.0131284221,5.84567311156843,80.3866050850224,76.0606060606061,"No","No","Has Capacity","Has Capacity",
2021-11-03,"DE",12957.4867330371,1851.06953329101,815.311006697175,116.473000956739,2788,686.311006697175,195,30,252.285714285714,76,21174.9425623892,13.6291862487292,75.3833928731286,84.6153846153846,"No","No","Has Capacity","Has Capacity",
2021-11-03,"FL",126338.550411216,18048.3643444594,13656.6324970346,1950.94749957637,51832.6,12150.6324970346,6442,1571,1709,1857,125024.203406224,9.46900210669028,76.5579336227883,75.6131636137845,"No","No","Has Capacity","Has Capacity",
2021-11-03,"GA",44075.832393478,6296.54748478257,5301.44122392125,757.348746274464,19799.5,4231.44122392125,2655,473,1151.57142857143,1073,33703.3598645741,18.2889342350635,78.6285450444645,82.1845574387947,"No","No","Has Capacity","Has Capacity",
2021-11-03,"HI",13951.5254357583,1993.07506225118,675.029735935706,96.4328194193866,2425.9,631.029735935706,209,56,116.142857142857,39,16646.0772421608,5.82731977046934,73.9878092280924,73.2057416267943,"No","No","Has Capacity","Has Capacity",
2021-11-03,"IA",31871.0259124082,4553.0037017726,2174.34787143594,310.621124490849,6711.9,1707.34787143594,635,141,1091.85714285714,2167,32704.9321128773,23.9810291046338,74.5623762059038,77.7952755905512,"No","No","Has Capacity","Has Capacity",
2021-11-03,"ID",32722.2640329737,4674.60914756767,1293.74929208709,184.821327441013,3076.8,992.749292087091,319,39,794.571428571429,924,24354.7783990441,16.9976013713332,67.7343573814648,87.7742946708464,"No","No","Has Capacity","Has Capacity",
2021-11-03,"IL",128604.459310495,18372.065615785,8953.57177344,1279.08168192,27870.6,7954.57177344,3272,1025,2252.85714285714,2382,162111.694314072,12.2624052731529,71.4589145068997,68.6735941320293,"No","No","Has Capacity","Has Capacity",
2021-11-03,"IN",78861.6606058096,11265.9515151157,6707.46125037473,958.208750053533,16795.4,5782.46125037473,2294,555,1624.85714285714,1371,61220.1802107312,14.4227244425564,65.5711608513359,75.8064516129032,"No","No","Has Capacity","Has Capacity",
2021-11-03,"KS",49678.9888406126,7096.9984058018,2963.00571631632,423.286530902332,7373.7,2622.00571631632,801,195,805.714285714286,0,49641.8085275176,11.3528880752687,64.4411121103879,75.6554307116105,"No","No","Has Capacity","Has Capacity",
2021-11-03,"KY",30376.8790868135,4339.55415525907,3188.1538310728,455.450547296114,9905.3,2374.1538310728,1405,184,1038,1203,25861.0875477185,23.9195079232288,76.0314798030065,86.9039145907473,"No","No","Has Capacity","Has Capacity",
2021-11-03,"LA",56181.0176108974,8025.85965869963,3211.2709363953,458.752990913614,11070,3000.2709363953,1451,379,468.142857142857,246,58235.3083440239,5.83293101363184,72.8972815140443,73.8800827015851,"No","No","Has Capacity","Has Capacity",
2021-11-03,"MA",62475.6031844988,8925.08616921412,2847.76647413242,406.823782018917,16216.7,2436.76647413242,1308,212,1283.14285714286,1264,35750.3998655717,14.3768119748679,84.9737216934862,83.7920489296636,"No","No","Has Capacity","Has Capacity",
2021-11-03,"MD",24787.9448092933,3541.13497275619,2182.93581416673,311.847973452389,9908.1,1719.93581416673,1285,376,611,0,22823.3662130977,17.2543550217866,82.641113693173,70.7392996108949,"No","No","Has Capacity","Has Capacity",
2021-11-03,"ME",17691.4465799291,2527.34951141844,919.550162671233,131.364308953033,2888.2,751.550162671233,336,94,379.571428571429,4,12451.4199646664,15.0185570636963,73.978596957578,72.0238095238095,"No","No","Has Capacity","Has Capacity",
2021-11-03,"MI",73332.2012105017,10476.0287443574,5413.0121714561,773.287453065158,20581.2,3469.0121714561,2574,432,4365.14285714286,5096,61077.663784039,41.6679159981688,83.1447526312552,83.2167832167832,"No","No","Has Capacity","Has Capacity",
2021-11-03,"MN",37603.6719863531,5371.95314090759,2041.4561563859,291.636593769414,9402.9,1225.4561563859,947,195,2473.14285714286,7031,35148.3156477803,46.0380571511281,86.9672531199322,79.4086589229145,"No","No","Unsustainable","Has Capacity",
2021-11-03,"MO",42865.7705818241,6123.68151168915,3484.27279349924,497.753256214177,14670.9,2934.27279349924,1821,365,1189.42857142857,1337,31650.685005381,19.423423134566,79.9993674996133,79.9560680944536,"No","No","Has Capacity","Has Capacity",
2021-11-03,"MS",68567.5235499053,9795.36050712933,3007.52099462606,429.645856375151,7909.2,2860.52099462606,799,143,277.714285714286,455,44139.6338878681,2.83516145742832,63.832992026677,82.1026282853567,"No","No","Has Capacity","Has Capacity",
2021-11-03,"MT",13362.6534737809,1908.95049625441,1279.99216740292,182.856023914703,2545.8,749.992167402919,232,49,715.714285714286,1138,8700.25059144027,37.4925534799672,70.5400201350099,78.8793103448276,"No","No","Has Capacity","Has Capacity",
2021-11-03,"NC",93540.5258218006,13362.9322602572,5330.23840447363,761.462629210518,21054,4564.23840447363,2264,443,1727.14285714286,1461,75786.0015342564,12.924879236869,78.3212766957651,80.4328621908127,"No","No","Has Capacity","Has Capacity",
2021-11-03,"ND",10244.3458728387,1463.4779818341,554.860981448234,79.2658544926049,1857.3,369.860981448235,199,44,495.571428571429,649,8188.56928929956,33.8625817896046,80.0860937140885,77.8894472361809,"No","No","Has Capacity","Has Capacity",
2021-11-03,"NE",10406.1934599409,1486.59906570584,1120.26760136371,160.038228766244,3687.7,718.267601363711,480,83,722.571428571429,972,6746.89613673558,48.6056694935667,80.5226129738397,82.7083333333333,"No","No","Has Capacity","Has Capacity",
2021-11-03,"NH",6540.29906088834,934.328437269762,520.087090472866,74.298155781838,2649.2,336.087090472866,221,34,673.571428571429,381,5652.55637706302,72.0915046254717,87.3136384390432,84.6153846153846,"No","No","Has Capacity","Has Capacity",
2021-11-03,"NJ",110391.78955655,15770.2556509357,7038.39715672397,1005.48530810342,21147.4,6479.39715672397,2956,1596,1291.57142857143,1215,137380.310636882,8.18992067826622,69.3607859277076,46.0081190798376,"No","No","Has Capacity","Has Capacity",
2021-11-03,"NM",14296.5048525523,2042.35783607891,1203.20430026763,171.886328609661,3488.7,742.204300267626,437,56,944.428571428571,674,11653.12153055,46.2420715285509,78.7254765308675,87.1853546910755,"No","No","Has Capacity","Has Capacity",
2021-11-03,"NV",16496.7065942098,2356.6723706014,1975.60417518599,282.229167883713,7114.9,1446.60417518599,812,123,650.428571428571,950,15006.1137858785,27.5994482534961,79.6679619504702,84.8522167487685,"No","No","Has Capacity","Has Capacity",
2021-11-03,"NY",152711.390570642,21815.9129386631,9954.41032413397,1422.05861773342,43890,8298.41032413397,5000,1404,3963,3189,187540.083902049,18.1656390504593,81.0927083068262,71.92,"No","No","Has Capacity","Has Capacity",
2021-11-03,"OH",93609.555097752,13372.7935853931,8524.26867008596,1217.75266715514,27464.4,6302.26867008596,3930,844,3389.85714285714,3917,74900.8090469942,25.3489079989975,77.052953386617,78.5241730279898,"No","No","Has Capacity","Has Capacity",
2021-11-03,"OK",23154.2855266082,3307.75507522974,3061.89900507488,437.414143582126,8394.2,2437.89900507488,984,177,539.142857142857,0,15544.7881229736,16.2993584736745,70.9573395311658,82.0121951219512,"No","No","Has Capacity","Has Capacity",
2021-11-03,"OR",40446.9504414428,5778.13577734896,1748.90230960014,249.843187085734,6886.6,1409.90230960014,810,200,1064.85714285714,1084,65853.6644812869,18.4290778875692,79.5268737896765,75.3086419753086,"No","No","Has Capacity","Has Capacity",
2021-11-03,"PA",87075.4998619426,12439.3571231347,6257.5750996372,893.939299948171,27889.5,4247.5750996372,3758,774,3843.14285714286,3662,81124.6300711181,30.8950279270896,84.769984762591,79.4039382650346,"No","No","Has Capacity","Has Capacity",
2021-11-03,"RI",10298.7184096805,1471.24548709722,382.33342172174,54.6190602459628,2086.3,328.33342172174,149,17,227.714285714286,256,23447.4747477251,15.4776539817001,84.2624060910828,88.5906040268456,"No","No","Has Capacity","Has Capacity",
2021-11-03,"SC",37621.858940538,5374.55127721972,2409.73033057143,344.247190081633,9907.9,2024.73033057143,1349,323,720.428571428571,422,32864.7575061931,13.4044413062378,79.5644856067236,76.056338028169,"No","No","Has Capacity","Has Capacity",
2021-11-03,"SD",11271.5718577531,1610.22455110759,987.177901082931,141.025414440419,2281.4,793.177901082931,250,73,326,718,9046.13327422313,20.2456234924353,65.2328438203326,70.8,"No","No","Has Capacity","Has Capacity",
2021-11-03,"TN",88815.5032575159,12687.929036788,5669.1807130948,809.882959013542,17458.2,5130.1807130948,2425,778,1031.14285714286,1269,74094.3887044315,8.12695952312716,70.6144922552451,67.9175257731959,"No","No","Has Capacity","Has Capacity",
2021-11-03,"TX",183061.157019903,26151.5938599861,16419.456350579,2345.63662151128,57012.9,13972.456350579,6741,853,3397,4221,117295.503420272,12.9896480428203,75.492465125298,87.3460910844088,"No","No","Has Capacity","Has Capacity",
2021-11-03,"UT",43727.7481052599,6246.82115789427,2334.56749772926,333.509642532752,5271.7,1765.56749772926,626,171,1452.28571428571,1250,24899.1389112311,23.2483959053386,66.5085741273354,72.6837060702875,"No","No","Has Capacity","Has Capacity",
2021-11-03,"VA",82051.7825753723,11721.6832250532,5323.51319743576,760.501885347965,16450.6,4669.51319743576,1936,533,1292.71428571429,1435,83040.5949773681,11.0284014752363,71.614936856797,72.4690082644628,"No","No","Has Capacity","Has Capacity",
2021-11-03,"VT",7799.38598177716,1114.19799739674,312.689545053292,44.6699350076132,1115.7,257.689545053292,101,18,202.571428571429,155,5530.05974671907,18.1809183865638,76.9033301915128,82.1782178217822,"No","No","Has Capacity","Has Capacity",
2021-11-03,"WA",59658.7029297876,8522.67184711252,2566.96205126101,366.708864465859,11122.5,1947.96205126101,1274,293,1997.14285714286,1796,51322.0616839802,23.4332952502388,82.4862930882354,77.0015698587127,"No","No","Has Capacity","Has Capacity",
2021-11-03,"WI",57011.3456496198,8144.47794994568,4211.35758052276,601.622511503251,11327.7,3168.35758052276,1564,486,2237.85714285714,3365,50068.0816764769,27.4769869426937,72.0300009664561,68.925831202046,"No","No","Has Capacity","Has Capacity",
2021-11-03,"WV",22865.9637266629,3266.56624666613,1482.48359436482,211.783370623546,4910.4,1077.48359436482,655,162,792.428571428571,629,18094.1127389435,24.2587632269,78.0571115517102,75.2671755725191,"No","No","Has Capacity","Has Capacity",
2021-11-03,"WY",13094.5987376481,1870.65696252116,915.979259046341,130.854179863763,1385.8,715.979259046341,139,63,366.428571428571,367,15060.3919468553,19.588229096516,48.3345894756573,54.6762589928058,"No","No","Has Capacity","Has Capacity",
2021-11-04,"AK",14299.5214963696,2042.78878519566,426.991047742668,60.9987211060955,987.1,294.991047742668,126,30,609.857142857143,667,13090.9058827961,29.8541458263748,70.1153836751425,76.1904761904762,"No","No","Has Capacity","Has Capacity",
2021-11-04,"AL",168464.556272692,24066.3651818132,4062.47774999741,580.353964285344,13589.2,3766.47774999741,1576,247,644.714285714286,1181,116978.542613203,2.67890178198365,72.2833003414667,84.3274111675127,"No","No","Has Capacity","Has Capacity",
2021-11-04,"AR",24708.0719569342,3529.72456527631,2465.07518568388,352.15359795484,7624.3,2158.07518568388,973,248,438.857142857143,546,14349.4157709505,12.4331838006399,71.694776101624,74.5118191161357,"No","No","Has Capacity","Has Capacity",
2021-11-04,"AZ",52129.1891649585,7447.0270235655,4749.50269372162,678.500384817374,14160.2,3206.50269372162,2207,772,2684.14285714286,2180,51060.4021930743,36.0431464616566,77.3555268024349,65.0203896692343,"No","No","Has Capacity","Has Capacity",
2021-11-04,"CA",240757.437539324,34393.9196484749,17071.337714466,2438.76253063799,60745.2,14033.337714466,7135,1761,6135.14285714286,3518,271266.402565849,17.8378705301619,76.8980302732299,75.3188507358094,"No","No","Has Capacity","Has Capacity",
2021-11-04,"CO",48499.334495058,6928.47635643686,4080.35497380221,582.907853400316,10169.9,2658.35497380221,1334,177,2807.85714285714,2747,33958.9400483382,40.5263292880912,73.8605593584774,86.7316341829086,"No","No","Has Capacity","Has Capacity",
2021-11-04,"CT",23528.1644022159,3361.16634317369,1778.51198340271,254.073140486101,7820,1598.51198340271,1005,430,357.428571428571,391,29895.92541221,10.6340637426197,79.558670288968,57.2139303482587,"No","No","Has Capacity","Has Capacity",
2021-11-04,"DC",9700.56574487064,1385.79510641009,595.806779661016,85.1152542372881,2803.3,557.806779661016,330,75,87.4285714285714,61,7501.53831018223,6.30891038827922,80.1017807704842,77.2727272727273,"No","No","Has Capacity","Has Capacity",
2021-11-04,"DE",12519.756800086,1788.53668572657,816.035946890287,116.57656384147,2788,686.035946890287,195,32,255.142857142857,282,22823.0773144731,14.2654528240335,75.3932587198606,83.5897435897436,"No","No","Has Capacity","Has Capacity",
2021-11-04,"FL",129105.97644935,18443.7109213358,13633.1605324766,1947.59436178237,51832.6,12172.1605324766,6456,1592,1638.85714285714,1861,124747.945967116,8.8857234308596,76.5163998478244,75.3407682775712,"No","No","Has Capacity","Has Capacity",
2021-11-04,"GA",45853.0963790536,6550.44233986479,5406.51260993306,772.358944276151,19799.5,4378.51260993306,2672,510,1036.85714285714,1208,35306.0559584846,15.8288110796277,77.885741508962,80.9131736526946,"No","No","Has Capacity","Has Capacity",
