"date","state","avgnewcases","new_case"
2021-10-30,"NC",1931.5,1820
2021-10-30,"ND",457,0
2021-10-30,"NE",579,0
2021-10-30,"NH",390.2,0
2021-10-30,"NJ",1330.7,1230
2021-10-30,"NM",843.2,0
2021-10-30,"NV",518.6,0
2021-10-30,"NY",3804.8,3143
2021-10-30,"OH",3523.5,3421
2021-10-30,"OK",677.6,0
2021-10-30,"OR",1037.2,0
2021-10-30,"PA",4101,4366
2021-10-30,"PR",104.1,86
2021-10-30,"PW",0,0
2021-10-30,"RI",215.8,248
2021-10-30,"RMI",0,0
2021-10-30,"SC",853.6,887
2021-10-30,"SD",292.8,0
2021-10-30,"TN",1195.5,1124
2021-10-30,"TX",4030.4,3770
2021-10-30,"UT",1494.6,0
2021-10-30,"VA",1307.9,0
2021-10-30,"VI",10.5,0
2021-10-30,"VT",205.8,158
2021-10-30,"WA",2055.7,0
2021-10-30,"WI",1995.4,0
2021-10-30,"WV",896.9,887
2021-10-30,"WY",391.9,0
2021-10-31,"AK",539.5,0
2021-10-31,"AL",1381.4,229
2021-10-31,"AR",427.8,221
2021-10-31,"AS",0,0
2021-10-31,"AZ",2677.8,2840
2021-10-31,"CA",5090.2,0
2021-10-31,"CO",2268.7,0
2021-10-31,"CT",281,0
2021-10-31,"DC",76.6,0
2021-10-31,"DE",287.5,248
2021-10-31,"FL",1759.3,940
2021-10-31,"FSM",0,0
2021-10-31,"GA",1023,0
2021-10-31,"GU",81.4,99
2021-10-31,"HI",130.5,125
2021-10-31,"IA",820,0
2021-10-31,"ID",851.8,64
2021-10-31,"IL",1758.5,0
2021-10-31,"IN",1284.1,0
2021-10-31,"KS",677.7,0
2021-10-31,"KY",1032.4,556
2021-10-31,"LA",352.1,0
2021-10-31,"MA",1072.4,0
2021-10-31,"MD",767.7,636
2021-10-31,"ME",387.8,0
2021-10-31,"MI",3243.7,0
2021-10-31,"MN",1943.8,0
2021-10-31,"MO",915,504
2021-10-31,"MP",2.2,5
2021-10-31,"MS",361,0
2021-10-31,"MT",635.8,0
2021-10-31,"NC",1815.3,1288
2021-10-31,"ND",430.6,303
2021-10-31,"NE",531.6,0
2021-10-31,"NH",326.2,0
2021-10-31,"NJ",1305.4,1215
2021-10-31,"NM",730,0
2021-10-31,"NV",446.7,0
2021-10-31,"NY",3675,2794
2021-10-31,"OH",3356.7,2416
2021-10-31,"OK",572.7,0
2021-10-31,"OR",899.2,0
2021-10-31,"PA",3912.6,3114
2021-10-31,"PR",96.1,52
2021-10-31,"PW",0,0
2021-10-31,"RI",210.7,192
2021-10-31,"RMI",0,0
2021-10-31,"SC",833.5,755
2021-10-31,"SD",251.1,0
2021-10-31,"TN",1095.4,635
2021-10-31,"TX",3665.9,665
2021-10-31,"UT",1260.6,0
2021-10-31,"VA",1142.4,0
2021-10-31,"VI",8.8,2
2021-10-31,"VT",202.4,269
2021-10-31,"WA",1740.3,0
2021-10-31,"WI",1735.7,0
2021-10-31,"WV",853,661
2021-10-31,"WY",326.4,0
2021-11-01,"AK",608.3,1522
2021-11-01,"AL",1376.7,937
2021-11-01,"AR",379.3,137
2021-11-01,"AS",0,0
2021-11-01,"AZ",2579.4,2090
2021-11-01,"CA",6416,19351
2021-11-01,"CO",2723.5,7394
2021-11-01,"CT",318.9,832
2021-11-01,"DC",88.2,230
2021-11-01,"DE",268,199
2021-11-01,"FL",1689,2049
2021-11-01,"FSM",0,0
2021-11-01,"GA",1092.6,2232
2021-11-01,"GU",81.3,35
2021-11-01,"HI",125.1,64
2021-11-01,"IA",973.2,2753
2021-11-01,"ID",803.9,1001
2021-11-01,"IL",2074.1,6125
2021-11-01,"IN",1492.8,3971
2021-11-01,"KS",711.7,1287
2021-11-01,"KY",958,531
2021-11-01,"LA",436.9,1529
2021-11-01,"MA",1257.8,3308
2021-11-01,"MD",726.2,448
2021-11-01,"ME",424.8,858
2021-11-01,"MI",3849.5,10415
2021-11-01,"MN",1978.4,2480
2021-11-01,"MO",908.4,1121
2021-11-01,"MP",2.2,0
2021-11-01,"MS",371.4,493
2021-11-01,"MT",640.9,1129
2021-11-01,"NC",1691.6,1017
2021-11-01,"ND",464.8,813
2021-11-01,"NE",692.3,1607
2021-11-01,"NH",498.5,2258
2021-11-01,"NJ",1216.9,821
2021-11-01,"NM",894.4,2626
2021-11-01,"NV",582.3,2178
2021-11-01,"NY",3830.1,4286
2021-11-01,"OH",3195,2461
2021-11-01,"OK",641.6,1452
2021-11-01,"OR",1008.4,2557
2021-11-01,"PA",3739.4,2764
2021-11-01,"PR",85,15
2021-11-01,"PW",0,0
2021-11-01,"RI",201.8,133
2021-11-01,"RMI",0,0
2021-11-01,"SC",771.4,511
2021-11-01,"SD",257.7,403
2021-11-01,"TN",969.7,438
2021-11-01,"TX",3270.2,1211
2021-11-01,"UT",1416.6,3179
2021-11-01,"VA",1274,3065
2021-11-01,"VI",8,0
2021-11-01,"VT",196.9,149
2021-11-01,"WA",1959.7,4673
2021-11-01,"WI",1973,4785
2021-11-01,"WV",802.4,498
2021-11-01,"WY",344.8,696
2021-11-02,"AK",657.4,491
2021-11-02,"AL",1398.7,622
2021-11-02,"AR",399.4,641
2021-11-02,"AS",0,0
2021-11-02,"AZ",2500,2350
2021-11-02,"CA",6836.9,4209
2021-11-02,"CO",2963.1,2396
2021-11-02,"CT",360.1,412
2021-11-02,"DC",95.3,71
2021-11-02,"DE",241.5,76
2021-11-02,"FL",1684.4,1856
2021-11-02,"FSM",0,0
2021-11-02,"GA",1199.9,1073
2021-11-02,"GU",86.7,89
2021-11-02,"HI",112,39
2021-11-02,"IA",1189.9,2167
2021-11-02,"ID",823.8,924
2021-11-02,"IL",2312.3,2382
2021-11-02,"IN",1629.9,1371
2021-11-02,"KS",711.7,0
2021-11-02,"KY",971.9,1202
2021-11-02,"LA",461.5,246
2021-11-02,"MA",1384.2,1264
2021-11-02,"MD",683.4,482
2021-11-02,"ME",415.4,4
2021-11-02,"MI",4359.1,5096
2021-11-02,"MN",2681.5,7031
2021-11-02,"MO",1042.1,1337
2021-11-02,"MP",2.8,6
2021-11-02,"MS",416.9,455
2021-11-02,"MT",754.7,1138
2021-11-02,"NC",1644.3,1454
2021-11-02,"ND",529.7,649
2021-11-02,"NE",789.5,972
2021-11-02,"NH",536.6,381
2021-11-02,"NJ",1224.4,1215
2021-11-02,"NM",961.8,674
2021-11-02,"NV",677.3,950
2021-11-02,"NY",3802.6,3189
2021-11-02,"OH",3240.1,3917
2021-11-02,"OK",641.6,0
2021-11-02,"OR",1116.8,1084
2021-11-02,"PA",3648.3,3662
2021-11-02,"PR",83.4,118
2021-11-02,"PW",0,0
2021-11-02,"RI",205.2,256
2021-11-02,"RMI",0,0
2021-11-02,"SC",725.4,424
2021-11-02,"SD",329.5,718
2021-11-02,"TN",962.8,1269
2021-11-02,"TX",3315.2,4221
2021-11-02,"UT",1541.6,1250
2021-11-02,"VA",1417.5,1435
2021-11-02,"VI",9.9,27
2021-11-02,"VT",188.5,155
2021-11-02,"WA",2139.3,1796
2021-11-02,"WI",2309.5,3365
2021-11-02,"WV",778,629
2021-11-02,"WY",381.5,367
2021-11-03,"AK",724.1,667
2021-11-03,"AL",1487.1,1179
2021-11-03,"AR",429.4,546
2021-11-03,"AS",0,0
2021-11-03,"AZ",2569.6,2180
2021-11-03,"CA",7188.7,3518
2021-11-03,"CO",3237.8,2747
2021-11-03,"CT",399.2,391
2021-11-03,"DC",101.4,61
2021-11-03,"DE",240.1,282
2021-11-03,"FL",1776,1861
2021-11-03,"FSM",0,0
2021-11-03,"GA",1320.7,1208
2021-11-03,"GU",83.6,97
2021-11-03,"HI",112.8,161
2021-11-03,"IA",1231,411
2021-11-03,"ID",924,1244
2021-11-03,"IL",2486.9,1746
2021-11-03,"IN",1827.6,1977
2021-11-03,"KS",938,2263
2021-11-03,"KY",1024.5,1364
2021-11-03,"LA",506,445
2021-11-03,"MA",1530.7,1465
2021-11-03,"MD",681.3,696
2021-11-03,"ME",550.2,1348
2021-11-03,"MI",5047.3,6882
2021-11-03,"MN",2975.6,2941
2021-11-03,"MO",1048.4,1181
2021-11-03,"MP",3.8,11
2021-11-03,"MS",456.4,395
2021-11-03,"MT",841.3,866
2021-11-03,"NC",1674,1883
2021-11-03,"ND",571.9,611
2021-11-03,"NE",880.7,912
2021-11-03,"NH",598.8,622
2021-11-03,"NJ",1275.5,1298
2021-11-03,"NM",1077.9,1161
2021-11-03,"NV",762,847
2021-11-03,"NY",3768.5,4267
2021-11-03,"OH",3436.4,4503
2021-11-03,"OK",791.7,1501
2021-11-03,"OR",1228.9,1121
2021-11-03,"PA",3688.8,3819
2021-11-03,"PR",92,142
2021-11-03,"PW",0,0
2021-11-03,"RI",221.7,304
2021-11-03,"RMI",0,0
2021-11-03,"SC",691.2,537
2021-11-03,"SD",381.5,520
2021-11-03,"TN",995.4,1120
2021-11-03,"TX",3637.3,4737
2021-11-03,"UT",1756.8,2152
2021-11-03,"VA",1566.9,1494
2021-11-03,"VI",11.7,18
2021-11-03,"VT",179.7,167
2021-11-03,"WA",2302.4,1631
2021-11-03,"WI",2551.6,2421
2021-11-03,"WV",798.7,849
2021-11-03,"WY",422.9,414
2021-11-04,"AK",622.6,641
2021-11-04,"AL",1463.9,759
2021-11-04,"AR",456.1,428
2021-11-04,"AS",0,0
2021-11-04,"AZ",2909,3552
2021-11-04,"CA",8159.8,9711
2021-11-04,"CO",2964.1,4149
2021-11-04,"CT",352.4,431
2021-11-04,"DC",82.9,106
2021-11-04,"DE",245.6,301
2021-11-04,"FL",1744.7,1725
2021-11-04,"FSM",0,0
2021-11-04,"GA",1173,1290
2021-11-04,"GU",76.3,79
2021-11-04,"HI",115.3,110
2021-11-04,"IA",1025.6,0
2021-11-04,"ID",881.2,662
2021-11-04,"IL",2399.6,4267
2021-11-04,"IN",1678.4,2024
2021-11-04,"KS",790.3,0
2021-11-04,"KY",1099.7,1274
2021-11-04,"LA",480.2,620
2021-11-04,"MA",1366.9,1754
2021-11-04,"MD",710.1,800
2021-11-04,"ME",522.6,605
2021-11-04,"MI",4730.1,5400
2021-11-04,"MN",3047.3,3698
2021-11-04,"MO",1071.9,1212
2021-11-04,"MP",3.9,1
2021-11-04,"MS",439,381
2021-11-04,"MT",778.9,790
2021-11-04,"NC",1756.3,1993
2021-11-04,"ND",529.7,574
2021-11-04,"NE",759.3,1025
2021-11-04,"NH",607,733
2021-11-04,"NJ",1331.6,1504
2021-11-04,"NM",1007,1612
2021-11-04,"NV",714.6,1022
2021-11-04,"NY",3899.3,4594
2021-11-04,"OH",3652.6,4487
2021-11-04,"OK",849.3,576
2021-11-04,"OR",1126.8,1186
2021-11-04,"PA",3962.5,5162
2021-11-04,"PR",101.9,123
2021-11-04,"PW",0,0
2021-11-04,"RI",244.3,330
2021-11-04,"RMI",0,0
2021-11-04,"SC",697.2,786
2021-11-04,"SD",396.1,441
2021-11-04,"TN",1063.6,1271
2021-11-04,"TX",3765.7,3127
2021-11-04,"UT",1619.9,2267
2021-11-04,"VA",1354.3,1369
2021-11-04,"VI",11.5,9
2021-11-04,"VT",213.7,467
2021-11-04,"WA",1956.6,2346
2021-11-04,"WI",2434.1,3338
2021-11-04,"WV",799.8,888
2021-11-04,"WY",385.7,537
2021-11-05,"AK",634,856
2021-11-05,"AL",795.7,608
2021-11-05,"AR",461.6,557
2021-11-05,"AS",0,0
2021-11-05,"AZ",3245.3,3813
2021-11-05,"CA",6504.7,8012
2021-11-05,"CO",3049.5,3306
2021-11-05,"CT",359,320
2021-11-05,"DC",88,91
2021-11-05,"DE",262.3,274
2021-11-05,"FL",1722.4,1674
2021-11-05,"FSM",0,0
2021-11-05,"GA",1169.9,1140
2021-11-05,"GU",68,38
2021-11-05,"HI",119.5,111
2021-11-05,"IA",1099.8,2944
2021-11-05,"ID",827.1,803
2021-11-05,"IL",2472.5,2942
2021-11-05,"IN",1768.5,2310
2021-11-05,"KS",1001,2107
2021-11-05,"KY",1115.8,1261
2021-11-05,"LA",488,538
2021-11-05,"MA",1396.8,1767
2021-11-05,"MD",737.2,868
2021-11-05,"ME",527.3,663
2021-11-05,"MI",4959.7,6759
2021-11-05,"MN",2730.5,3354
2021-11-05,"MO",1219.8,1479
2021-11-05,"MP",4.8,9
2021-11-05,"MS",323.4,514
2021-11-05,"MT",734.8,682
2021-11-05,"NC",1776.7,1829
2021-11-05,"ND",525.7,603
2021-11-05,"NE",699.5,0
2021-11-05,"NH",688.3,813
2021-11-05,"NJ",1322.8,1385
2021-11-05,"NM",1084.4,1460
2021-11-05,"NV",726.6,844
2021-11-05,"NY",4182.5,5223
2021-11-05,"OH",3706.7,4348
2021-11-05,"OK",642.9,578
2021-11-05,"OR",1089.7,1136
2021-11-05,"PA",4101.3,5130
2021-11-05,"PR",107.7,144
2021-11-05,"PW",0,0
2021-11-05,"RI",256.5,337
2021-11-05,"RMI",0,0
2021-11-05,"SC",722.6,851
2021-11-05,"SD",367.4,431
2021-11-05,"TN",1056.5,957
2021-11-05,"TX",3497.9,3336
2021-11-05,"UT",1645.9,1874
2021-11-05,"VA",1329.8,1386
2021-11-05,"VI",12.1,15
2021-11-05,"VT",238.6,334
2021-11-05,"WA",1977.4,1817
2021-11-05,"WI",2470.5,3281
2021-11-05,"WV",815.5,871
2021-11-05,"WY",389.4,378
2021-11-06,"AK",576.6,0
2021-11-06,"AL",613.2,262
2021-11-06,"AR",451.2,455
2021-11-06,"AS",0,0
2021-11-06,"AZ",2974.6,3592
2021-11-06,"CA",6066.9,0
2021-11-06,"CO",2711,0
2021-11-06,"CT",325.3,0
2021-11-06,"DC",80.9,0
2021-11-06,"DE",264.3,282
2021-11-06,"FL",1624.5,1374
2021-11-06,"FSM",0,0
2021-11-06,"GA",968.8,0
2021-11-06,"GU",59.9,15
2021-11-06,"HI",110.8,88
2021-11-06,"IA",1067.1,0
2021-11-06,"ID",737.6,349
2021-11-06,"IL",2271.2,0
2021-11-06,"IN",1563.9,0
2021-11-06,"KS",757.3,0
2021-11-06,"KY",1082.9,1105
2021-11-06,"LA",411,0
2021-11-06,"MA",1253.3,0
2021-11-06,"MD",743.2,791
2021-11-06,"ME",473.6,35
2021-11-06,"MI",4427.4,0
2021-11-06,"MN",2550.6,0
2021-11-06,"MO",1049.8,767
2021-11-06,"MP",5.2,4
2021-11-06,"MS",289,0
2021-11-06,"MT",636.5,0
2021-11-06,"NC",1720.8,1709
2021-11-06,"ND",459.1,0
2021-11-06,"NE",612.9,0
2021-11-06,"NH",688.3,0
2021-11-06,"NJ",1334.2,1403
2021-11-06,"NM",988.7,0
2021-11-06,"NV",652.7,0
2021-11-06,"NY",4103.1,3851
2021-11-06,"OH",3601.9,2791
2021-11-06,"OK",642.9,0
2021-11-06,"OR",957.6,0
2021-11-06,"PA",4149.8,4663
2021-11-06,"PR",112.8,178
2021-11-06,"PW",0,0
2021-11-06,"RI",255.3,284
2021-11-06,"RMI",0,0
2021-11-06,"SC",734.3,827
2021-11-06,"SD",322.1,0
2021-11-06,"TN",1043.3,1110
2021-11-06,"TX",3295,2469
2021-11-06,"UT",1439.1,0
2021-11-06,"VA",1180.3,0
2021-11-06,"VI",11.8,15
2021-11-06,"VT",248.6,252
2021-11-06,"WA",1819.8,0
2021-11-06,"WI",2242.7,0
2021-11-06,"WV",800.2,866
2021-11-06,"WY",340.6,0
2021-11-07,"AK",497.4,0
2021-11-07,"AL",572.7,217
2021-11-07,"AR",426.1,266
2021-11-07,"AS",0,0
2021-11-07,"AZ",3018.2,3231
2021-11-07,"CA",5189.9,0
2021-11-07,"CO",2328.7,0
2021-11-07,"CT",281,0
2021-11-07,"DC",69.1,0
2021-11-07,"DE",262.2,291
2021-11-07,"FL",1444.2,271
2021-11-07,"FSM",0,0
2021-11-07,"GA",816.6,0
2021-11-07,"GU",53.7,49
2021-11-07,"HI",111.4,123
2021-11-07,"IA",1067.1,0
2021-11-07,"ID",650.3,0
2021-11-07,"IL",2011.1,0
2021-11-07,"IN",1356.9,0
2021-11-07,"KS",757.3,0
2021-11-07,"KY",1006.9,615
2021-11-07,"LA",361.9,0
2021-11-07,"MA",1094.9,0
2021-11-07,"MD",723,727
2021-11-07,"ME",410.6,0
2021-11-07,"MI",3926.2,0
2021-11-07,"MN",2282.1,0
2021-11-07,"MO",1007.2,666
2021-11-07,"MP",5.9,7
2021-11-07,"MS",254.7,0
2021-11-07,"MT",538.2,0
2021-11-07,"NC",1636.6,1364
2021-11-07,"ND",426.9,196
2021-11-07,"NE",612.9,0
2021-11-07,"NH",688.3,0
2021-11-07,"NJ",1230.3,926
2021-11-07,"NM",858.7,0
2021-11-07,"NV",584.1,0
2021-11-07,"NY",4310.2,5270
2021-11-07,"OH",3619.2,4363
2021-11-07,"OK",481.3,0
2021-11-07,"OR",846.4,0
2021-11-07,"PA",4085.8,3672
2021-11-07,"PR",104.4,67
2021-11-07,"PW",0,0
2021-11-07,"RI",253.9,208
2021-11-07,"RMI",0,0
2021-11-07,"SC",721.6,642
2021-11-07,"SD",290.9,0
2021-11-07,"TN",966.9,659
2021-11-07,"TX",2994.4,1140
2021-11-07,"UT",1253.2,0
2021-11-07,"VA",1015.7,0
2021-11-07,"VI",10.4,0
2021-11-07,"VT",254.6,358
2021-11-07,"WA",1485.9,0
2021-11-07,"WI",1986.2,0
2021-11-07,"WV",808.9,1038
2021-11-07,"WY",291.5,0
2021-11-08,"AK",551.6,1339
2021-11-08,"AL",623.6,1068
2021-11-08,"AR",385.6,141
2021-11-08,"AS",0,0
2021-11-08,"AZ",2914.8,2657
2021-11-08,"CA",6369.4,18893
2021-11-08,"CO",2818.5,8193
2021-11-08,"CT",332.7,941
2021-11-08,"DC",81,251
2021-11-08,"DE",257.6,236
2021-11-08,"FL",1449.8,1810
2021-11-08,"FSM",0,0
2021-11-08,"GA",694.3,0
2021-11-08,"GU",56.5,64
2021-11-08,"HI",106.8,97
2021-11-08,"IA",1151.6,3241
2021-11-08,"ID",627,843
2021-11-08,"IL",2482.1,7359
2021-11-08,"IN",1650.3,4850
2021-11-08,"KS",699.6,1339
2021-11-08,"KY",941.4,519
2021-11-08,"LA",418.8,810
2021-11-08,"MA",1388.4,4326
2021-11-08,"MD",687.4,555
2021-11-08,"ME",503.9,938
2021-11-08,"MI",4462.1,10069
2021-11-08,"MN",2373.5,4231
2021-11-08,"MO",1028.4,1333
2021-11-08,"MP",5.3,1
2021-11-08,"MS",279.8,560
2021-11-08,"MT",550.3,898
2021-11-08,"NC",1536.7,1010
2021-11-08,"ND",469.1,942
2021-11-08,"NE",726.6,2750
2021-11-08,"NH",680,1993
2021-11-08,"NJ",1184.9,852
2021-11-08,"NM",1087.7,3344
2021-11-08,"NV",771.7,1876
2021-11-08,"NY",4043.1,3814
2021-11-08,"OH",3582.9,3122
2021-11-08,"OK",558.9,1482
2021-11-08,"OR",920,2116
2021-11-08,"PA",3960.6,3254
2021-11-08,"PR",101.9,94
2021-11-08,"PW",0,0
2021-11-08,"RI",251.7,225
2021-11-08,"RMI",0,0
2021-11-08,"SC",672,500
2021-11-08,"SD",291.4,401
2021-11-08,"TN",913.2,549
2021-11-08,"TX",2622.7,1551
2021-11-08,"UT",1469.4,3972
2021-11-08,"VA",1219.7,3448
2021-11-08,"VI",9.9,13
2021-11-08,"VT",253.2,223
2021-11-08,"WA",1748.4,5221
2021-11-08,"WI",2278.8,5598
2021-11-08,"WV",759.4,407
2021-11-08,"WY",306.4,672
2021-11-09,"AK",589,374
2021-11-09,"AL",611.5,234
2021-11-09,"AR",400.6,614
2021-11-09,"AS",0,0
2021-11-09,"AZ",2942.3,3118
2021-11-09,"CA",6763.9,3945
2021-11-09,"CO",3069.9,2514
2021-11-09,"CT",363.6,309
2021-11-09,"DC",85.4,44
2021-11-09,"DE",225.7,68
2021-11-09,"FL",1507.3,1513
2021-11-09,"FSM",0,0
2021-11-09,"GA",985.2,2909
2021-11-09,"GU",62.6,61
2021-11-09,"HI",99.3,75
2021-11-09,"IA",1314.7,1631
2021-11-09,"ID",665.8,768
2021-11-09,"IL",2706.6,2245
2021-11-09,"IN",1847.1,1968
2021-11-09,"KS",758.6,590
2021-11-09,"KY",1012.9,1702
2021-11-09,"LA",466.2,474
2021-11-09,"MA",1542.3,1539
2021-11-09,"MD",645.1,448
2021-11-09,"ME",533.2,881
2021-11-09,"MI",4991.8,5297
2021-11-09,"MN",3090,7165
2021-11-09,"MO",1126.1,1661
2021-11-09,"MP",5.3,9
2021-11-09,"MS",315.8,360
2021-11-09,"MT",662.1,1118
2021-11-09,"NC",1504,1493
2021-11-09,"ND",533.4,643
2021-11-09,"NE",822.4,958
2021-11-09,"NH",719,390
2021-11-09,"NJ",1238.3,1764
2021-11-09,"NM",1201.2,1135
2021-11-09,"NV",851.2,795
2021-11-09,"NY",4160.7,4319
2021-11-09,"OH",3736,4952
2021-11-09,"OK",600.9,420
2021-11-09,"OR",1030.4,1104
2021-11-09,"PA",3926.1,4021
2021-11-09,"PR",104.5,112
2021-11-09,"PW",0,0
2021-11-09,"RI",261.6,347
2021-11-09,"RMI",0,0
2021-11-09,"SC",621.5,382
2021-11-09,"SD",378.5,871
2021-11-09,"TN",915.8,1150
2021-11-09,"TX",2781.6,5359
2021-11-09,"UT",1625.2,1558
2021-11-09,"VA",1360.4,1407
2021-11-09,"VI",10.2,3
2021-11-09,"VT",254.8,174
2021-11-09,"WA",1892.9,1445
2021-11-09,"WI",2670.2,3914
2021-11-09,"WV",696.6,259
2021-11-09,"WY",336.1,297
2021-11-10,"AK",633.8,448
2021-11-10,"AL",710.9,1223
2021-11-10,"AR",446,675
2021-11-10,"AS",0,0
2021-11-10,"AZ",3037.7,3794
2021-11-10,"CA",7135.5,3716
2021-11-10,"CO",3453.6,3837
2021-11-10,"CT",416.9,533
2021-11-10,"DC",91.9,65
2021-11-10,"DE",228.6,277
2021-11-10,"FL",1666.1,2528
2021-11-10,"FSM",0,0
2021-11-10,"GA",1090.4,1052
2021-11-10,"GU",55.4,27
2021-11-10,"HI",99.6,128
2021-11-10,"IA",1434.2,1195
2021-11-10,"ID",731.8,724
2021-11-10,"IL",3211,5044
2021-11-10,"IN",2128,2809
2021-11-10,"KS",1044.3,2857
2021-11-10,"KY",1127.6,1703
2021-11-10,"LA",515.7,495
2021-11-10,"MA",1737.1,1948
2021-11-10,"MD",665.9,844
2021-11-10,"ME",533.3,1
2021-11-10,"MI",5398.6,4068
2021-11-10,"MN",3616.5,5265
2021-11-10,"MO",1075.7,0
2021-11-10,"MP",5.7,9
2021-11-10,"MS",345.7,299
2021-11-10,"MT",736.6,745
2021-11-10,"NC",1583.1,2079
2021-11-10,"ND",565.5,624
2021-11-10,"NE",948.1,1257
2021-11-10,"NH",795.2,762
2021-11-10,"NJ",1250.6,1338
2021-11-10,"NM",1334.8,1336
2021-11-10,"NV",916.9,657
2021-11-10,"NY",4433.5,5522
2021-11-10,"OH",4047.1,5527
2021-11-10,"OK",700.8,999
2021-11-10,"OR",1131.9,1015
2021-11-10,"PA",4141.6,5269
2021-11-10,"PR",112.5,132
2021-11-10,"PW",0,0
2021-11-10,"RI",276.9,345
2021-11-10,"RMI",0,0
2021-11-10,"SC",597.6,516
2021-11-10,"SD",434,555
2021-11-10,"TN",1046.7,1944
2021-11-10,"TX",3082.1,3670
2021-11-10,"UT",1778.3,1531
2021-11-10,"VA",1519.2,1588
2021-11-10,"VI",12.3,23
2021-11-10,"VT",246.9,190
2021-11-10,"WA",2091.9,1990
2021-11-10,"WI",3078,4078
2021-11-10,"WV",716.2,857
2021-11-10,"WY",377.2,411
2021-11-11,"AK",481.6,0
2021-11-11,"AL",670.8,536
2021-11-11,"AR",499.6,673
2021-11-11,"AS",0,0
2021-11-11,"AZ",3191.1,3624
2021-11-11,"CA",6073.1,8727
2021-11-11,"CO",3105.4,3912
2021-11-11,"CT",387.7,540
2021-11-11,"DC",68.9,0
2021-11-11,"DE",240.3,316
2021-11-11,"FL",1612,1508
2021-11-11,"FSM",0,0
2021-11-11,"GA",867.2,0
2021-11-11,"GU",54.2,23
2021-11-11,"HI",106,128
2021-11-11,"IA",1158.9,0
2021-11-11,"ID",631.7,0
2021-11-11,"IL",2598.5,0
2021-11-11,"IN",2023.8,2929
2021-11-11,"KS",915.6,0
2021-11-11,"KY",1230.9,1564
2021-11-11,"LA",362.8,0
2021-11-11,"MA",1406.3,0
2021-11-11,"MD",719.6,985
2021-11-11,"ME",522.7,752
2021-11-11,"MI",4357.1,0
2021-11-11,"MN",3880.3,5118
2021-11-11,"MO",1290.6,3270
2021-11-11,"MP",6.8,11
2021-11-11,"MS",296.4,0
2021-11-11,"MT",623.7,0
2021-11-11,"NC",1686.9,2055
2021-11-11,"ND",524.4,402
2021-11-11,"NE",887.1,997
2021-11-11,"NH",569.4,0
2021-11-11,"NJ",1350.8,1823
2021-11-11,"NM",1072.2,0
2021-11-11,"NV",699.1,0
2021-11-11,"NY",4650.4,6455
2021-11-11,"OH",4300.4,4994
2021-11-11,"OK",659.9,1043
2021-11-11,"OR",876.2,0
2021-11-11,"PA",4394.5,5293
2021-11-11,"PR",127.2,162
2021-11-11,"PW",0,0
2021-11-11,"RI",308.4,448
2021-11-11,"RMI",0,0
2021-11-11,"SC",620.4,739
2021-11-11,"SD",393.7,0
2021-11-11,"TN",1150.6,1477
2021-11-11,"TX",3337.7,3767
2021-11-11,"UT",1460.4,0
2021-11-11,"VA",1359.3,1466
2021-11-11,"VI",12.3,0
2021-11-11,"VT",287.5,555
2021-11-11,"WA",1624.6,0
2021-11-11,"WI",3022.7,4232
2021-11-11,"WV",769.7,1033
2021-11-11,"WY",307.6,0
2021-11-12,"AK",517.7,852
2021-11-12,"AL",680.6,720
2021-11-12,"AR",487,515
2021-11-12,"AS",0,0
2021-11-12,"AZ",3400.8,4447
2021-11-12,"CA",5652.2,0
2021-11-12,"CO",3170.9,3051
2021-11-12,"CT",392.3,458
2021-11-12,"DC",83,212
2021-11-12,"DE",276,433
2021-11-12,"FL",1587.1,1607
2021-11-12,"FSM",0,0
2021-11-12,"GA",986.7,2268
2021-11-12,"GU",48.1,28
2021-11-12,"HI",114.7,126
2021-11-12,"IA",1251.2,3090
2021-11-12,"ID",633.5,942
2021-11-12,"IL",3155.5,7952
2021-11-12,"IN",2559.5,6728
2021-11-12,"KS",1186.1,2705
2021-11-12,"KY",1237.8,1271
2021-11-12,"LA",410.8,726
2021-11-12,"MA",1678.7,3988
2021-11-12,"MD",762.3,909
2021-11-12,"ME",522.5,2
2021-11-12,"MI",5625.4,17779
2021-11-12,"MN",3661,4838
2021-11-12,"MO",1331.3,1744
2021-11-12,"MP",6.3,1
2021-11-12,"MS",320.3,694
2021-11-12,"MT",628,1181
2021-11-12,"NC",1733.6,1921
2021-11-12,"ND",509.4,499
2021-11-12,"NE",876.1,862
2021-11-12,"NH",747,2157
2021-11-12,"NJ",1411.4,1821
2021-11-12,"NM",1356.9,3521
2021-11-12,"NV",742.8,1387
2021-11-12,"NY",4990.8,6593
2021-11-12,"OH",4446.6,5379
2021-11-12,"OK",748.8,889
2021-11-12,"OR",948,1802
2021-11-12,"PA",4583.8,5555
2021-11-12,"PR",141.8,264
2021-11-12,"PW",0,0
2021-11-12,"RI",316,332
2021-11-12,"RMI",0,0
2021-11-12,"SC",668.6,906
2021-11-12,"SD",374,521
2021-11-12,"TN",1143.4,1197
2021-11-12,"TX",3196.9,2813
2021-11-12,"UT",1719.6,3842
2021-11-12,"VA",1345.9,1301
2021-11-12,"VI",11.1,15
2021-11-12,"VT",320,480
2021-11-12,"WA",1857.3,4123
2021-11-12,"WI",3061.4,3752
2021-11-12,"WV",820.6,1138
2021-11-12,"WY",349.4,785
2021-11-13,"AK",451,0
2021-11-13,"AL",587.4,247
